tag,region,model,horizon,mae_mean,mae_std
PC,DAMAC HILLS,RF,6,4.460448248394421,1.906968927643747
PC,DAMAC HILLS,RF,10,5.4117457787604275,2.0146912715486534
PC,DAMAC HILLS,RF,14,5.129748216652132,1.9714940055995713
PC,DAMAC HILLS,RF,18,4.894463158991892,2.068891531081441
PC,DAMAC HILLS,RF,22,4.58451057286455,1.7724008956078876
PC,DAMAC HILLS,RF,26,4.396084566378471,1.1060059300664051
PC,DAMAC HILLS,RF,30,4.01540155012007,1.1598317620054428
PC,DAMAC HILLS,RF,34,3.6027507672357584,1.3208037413882812
PC,TOWN SQUARE,RF,2,2.082042817569002,1.2058634387862637
PC,TOWN SQUARE,RF,6,3.2735947969092125,2.1303046010332394
PC,TOWN SQUARE,RF,10,3.670762934674845,2.7146476630940906
PC,TOWN SQUARE,RF,14,3.932061469061739,2.819579462306934
PC,TOWN SQUARE,RF,18,3.3673472594908995,2.465223624653645
PC,TOWN SQUARE,RF,22,3.4625644448325943,2.4121517998951214
PC,TOWN SQUARE,RF,26,3.7156351434520145,2.8510807751228624
PC,TOWN SQUARE,RF,30,4.023506461903337,3.2241699131350776
PC,TOWN SQUARE,RF,34,4.090259692451168,3.8389528802409347
PC,DownTown Dubai,RF,2,2.5572813890059556,1.046626560118954
PC,DownTown Dubai,RF,6,3.9754065394482723,2.1548485943770457
PC,DownTown Dubai,RF,10,4.2765410627509395,2.7652265920236254
PC,DownTown Dubai,RF,14,4.355976196385279,2.904646891802117
PC,DownTown Dubai,RF,18,3.9713064162692904,2.4562785058219316
PC,DownTown Dubai,RF,22,4.009637203852902,2.5057599602181195
PC,DownTown Dubai,RF,26,4.519556473221539,3.1726605333384112
PC,DownTown Dubai,RF,30,5.181948115226269,3.5635832933936387
PC,DownTown Dubai,RF,34,5.418886703151827,3.4115515235589133
PC,Dubai Creek Harbour,RF,2,0.7425234037326522,0.6946668507325325
PC,Dubai Creek Harbour,RF,6,1.3569816718138576,0.9750342714684074
PC,Dubai Creek Harbour,RF,10,1.504691285863292,0.878605074428837
PC,Dubai Creek Harbour,RF,14,1.4632561313734997,0.7993972264209072
PC,Dubai Creek Harbour,RF,18,1.664144282323346,1.3027568734946189
PC,Dubai Creek Harbour,RF,22,1.9177622126126947,1.178385961469642
PC,Dubai Creek Harbour,RF,26,1.7449144902232834,0.9835470773587555
PC,Dubai Creek Harbour,RF,30,1.5462221789395827,0.9875744693646002
PC,Dubai Creek Harbour,RF,34,1.54332379867716,0.894178383634727
PC,Dubai Marina,RF,2,3.755626032564251,2.3217343567879554
PC,Dubai Marina,RF,6,4.381994771651284,2.968624875316972
PC,Dubai Marina,RF,10,4.8827367183821035,3.0462004772480196
PC,Dubai Marina,RF,14,5.049065999974566,3.1379964174760624
PC,Dubai Marina,RF,18,5.255020317413349,2.8132800375028157
PC,Dubai Marina,RF,22,5.405315186124872,3.0013385573687303
